Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Length,Nuc_Completeness,Geo_Location,Region,Host,Isolation_Source,Collection_Date,GenBank_Title
OQ427045.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,14/01/2019,"Dengue virus type 4 isolate DEN-P-1464-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427046.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,15/01/2019,"Dengue virus type 4 isolate DEN-P-1471-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427047.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,15/01/2019,"Dengue virus type 4 isolate DEN-P-1472-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427048.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,15/01/2019,"Dengue virus type 4 isolate DEN-P-1481-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427049.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,21/01/2019,"Dengue virus type 4 isolate DEN-P-1508-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427050.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,21/01/2019,"Dengue virus type 4 isolate DEN-P-1512-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427051.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,25/01/2019,"Dengue virus type 4 isolate DEN-P-1540-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427052.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,12/02/2019,"Dengue virus type 4 isolate DEN-P-1545-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427053.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,14/02/2019,"Dengue virus type 4 isolate DEN-P-1556-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427054.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,12/10/2018,"Dengue virus type 4 isolate DET-P-0238-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427055.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,17/10/2018,"Dengue virus type 4 isolate DET-P-0244-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427056.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,22/10/2018,"Dengue virus type 4 isolate DET-P-0259-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427057.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,30/10/2018,"Dengue virus type 4 isolate DET-P-0283-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427058.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,16/11/2018,"Dengue virus type 4 isolate DET-P-0310-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427059.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,23/11/2018,"Dengue virus type 4 isolate DET-P-0329-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427060.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,30/11/2018,"Dengue virus type 4 isolate DET-P-0351-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427061.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,24/12/2018,"Dengue virus type 4 isolate DET-P-0421-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OQ427062.1,dengue virus type 4,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.","LSHTM, Infection Biology",United Kingdom,18/02/2023,10593,partial,Viet Nam: Nha Trang,Central ,Homo sapiens,blood,25/12/2018,"Dengue virus type 4 isolate DET-P-0428-1 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence"
OM281595.1,dengue virus type 1,"Wang,W.","Shanghai Municipal Center for Disease Control and Prevention, Pathogen Testing Center",China,31/12/2022,10735,complete,Viet Nam,Imported case,Homo sapiens,blood,2019-12,"Dengue virus 1 isolate 128/SH/2019, complete genome"
OQ028205.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,27/03/2017,"Dengue virus type 2 isolate 44DX3-071 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028206.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,21/03/2018,"Dengue virus type 2 isolate 44DX3-253 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028207.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,03/07/2019,"Dengue virus type 2 isolate 44DX3-305 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028208.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,15/07/2019,"Dengue virus type 2 isolate 44DX3-313 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028209.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,31/08/2020,"Dengue virus type 2 isolate 44DX3-356 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028210.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,01/09/2020,"Dengue virus type 2 isolate 44DX3-357 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028211.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,09/11/2020,"Dengue virus type 2 isolate 44DX3-379 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028212.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,30/11/2020,"Dengue virus type 2 isolate 44DX3-386 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028213.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,23/07/2019,"Dengue virus type 2 isolate 44DX3-311 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028214.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,1485,partial,Viet Nam,South,Homo sapiens,blood,10/06/2019,"Dengue virus type 2 isolate 44DX3-297 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ028215.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,14/08/2019,"Dengue virus type 2 isolate 53DX-123-102 polyprotein (POLY) gene, partial cds"
OQ028216.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,25/05/2022,"Dengue virus type 2 isolate 56DX-114-401 polyprotein (POLY) gene, partial cds"
OQ028217.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,07/06/2019,"Dengue virus type 2 isolate 28EI-003-001 polyprotein (POLY) gene, partial cds"
OQ028218.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,14/10/2019,"Dengue virus type 2 isolate 28EI-003-060 polyprotein (POLY) gene, partial cds"
OQ028219.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,15/01/2020,"Dengue virus type 2 isolate 28EI-003-099 polyprotein (POLY) gene, partial cds"
OQ028220.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,14/08/2019,"Dengue virus type 2 isolate 28EI-003-031 polyprotein (POLY) gene, partial cds"
OQ028221.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,13/11/2019,"Dengue virus type 2 isolate 28EI-003-077 polyprotein (POLY) gene, partial cds"
OQ028222.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,25/06/2019,"Dengue virus type 2 isolate 28EI-003-004 polyprotein (POLY) gene, partial cds"
OQ028223.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,16/12/2019,"Dengue virus type 2 isolate 28EI-003-090 polyprotein (POLY) gene, partial cds"
OQ028224.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,09/09/2019,"Dengue virus type 2 isolate 28EI-003-043 polyprotein (POLY) gene, partial cds"
OQ028225.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,23/09/2020,"Dengue virus type 2 isolate 28EI-003-118 polyprotein (POLY) gene, partial cds"
OQ028226.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,01/08/2019,"Dengue virus type 2 isolate 28EI-003-024 polyprotein (POLY) gene, partial cds"
OQ028227.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,31/07/2019,"Dengue virus type 2 isolate 28EI-003-022 polyprotein (POLY) gene, partial cds"
OQ028228.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,26/06/2019,"Dengue virus type 2 isolate 28EI-003-005 polyprotein (POLY) gene, partial cds"
OQ028229.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,03/08/2017,"Dengue virus type 2 isolate 44DX3-194 polyprotein (POLY) gene, partial cds"
OQ028230.1,dengue virus type 2,"Tran,V.T., Duong,K.T.H., Nguyen,N.M., Huynh,D.T.L., Ho,C.Q., Nguyen,P.T., Nguyen,C.V.V., Phan,Q.T., Huynh,T., Luong,T.H., Nguyen,H.V., Duong,T.B., Cao,T., Dong,T.H., McBride,A., Wills,B., Simmons,C.P., Yacoub,S.","Oxford University Clinical Research Unit, Dengue",Viet Nam,18/12/2022,10173,partial,Viet Nam,South,Homo sapiens,blood,07/09/2020,"Dengue virus type 2 isolate 44DX3-359 polyprotein (POLY) gene, partial cds"
